file_path,risk_type,detected_pattern,line_number_or_location,risk_level,why_it_matters,recommended_action
server.R,model_execution,arima_res <- list(,line 2026,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"model = arima_model,",line 2030,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,# ETS / AUTOARIMA / TSLM desde registry,line 2039,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"stop(""PRONOS4: No encuentro run_model_forecast(). Verificá que forecast_models_registry.R se esté source() correctamente."")",line 2042,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"stop(""PRONOS4: No encuentro run_model_forecast(). Verificá que forecast_models_registry.R se esté source() correctamente."")",line 2042,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"ets_res      <- run_model_forecast(""ets"",      y_train = y, h = h, level = 95)",line 2045,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"ets_res      <- run_model_forecast(""ets"",      y_train = y, h = h, level = 95)",line 2045,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"autoarima_res<- run_model_forecast(""autoarima"", y_train = y, h = h, level = 95)",line 2046,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"autoarima_res<- run_model_forecast(""autoarima"", y_train = y, h = h, level = 95)",line 2046,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"autoarima_res<- run_model_forecast(""autoarima"", y_train = y, h = h, level = 95)",line 2046,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"tslm_res     <- run_model_forecast(""tslm"",     y_train = y, h = h, level = 95)",line 2047,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"tslm_res     <- run_model_forecast(""tslm"",     y_train = y, h = h, level = 95)",line 2047,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"arima = arima_res,",line 2052,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"autoarima = autoarima_res,",line 2054,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"fit_arima <- stats::ts(as.numeric(stats::fitted(obj$arima$model)), start = st, frequency = fr)",line 2073,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"fit_auto  <- stats::ts(as.numeric(stats::fitted(obj$autoarima$model)), start = st, frequency = fr)",line 2075,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"f_arima <- stats::ts(as.numeric(obj$arima$mean),     start = next_start, frequency = fr)",line 2083,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"f_auto  <- stats::ts(as.numeric(obj$autoarima$mean), start = next_start, frequency = fr)",line 2085,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"highcharter::hchart(y, name = ""Ingresos (millones)"") %>%",line 2088,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"highcharter::hc_add_series(fit_arima, name = ""ARIMA (fit)"", type = ""line"") %>%",line 2089,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"highcharter::hc_add_series(f_arima,   name = ""ARIMA (F)"",   type = ""line"") %>%",line 2090,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"highcharter::hc_add_series(fit_auto,  name = ""AUTO.ARIMA (fit)"", type = ""line"") %>%",line 2093,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"highcharter::hc_add_series(f_auto,    name = ""AUTO.ARIMA (F)"",   type = ""line"") %>%",line 2094,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"ARIMA      = .g(obj$arima$model),",line 2123,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"`AUTO.ARIMA` = .g(obj$autoarima$model),",line 2125,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 2156,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 2161,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,".fc_ver_pronos4 <- shiny::eventReactive(input$ver_modelo_4, {",line 2170,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"rmse_arima     <- round(forecast::accuracy(obj$arima$model)[1, ""RMSE""], 2)",line 2181,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"rmse_autoarima <- round(forecast::accuracy(obj$autoarima$model)[1, ""RMSE""], 2)",line 2183,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""ARIMA""      = rmse_arima,",line 2187,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""AutoARIMA""  = rmse_autoarima,",line 2189,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,winner <- names(which.min(rmse_vals)),line 2192,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"fc_mean_winner <- switch(winner,",line 2194,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""ARIMA""     = obj$arima$mean,",line 2195,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""AutoARIMA"" = obj$autoarima$mean,",line 2197,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"primeros_3  <- round(as.numeric(fc_mean_winner), 1)[1:min(3, length(fc_mean_winner))]",line 2200,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"""Eres un analista fiscal experto en ingresos del gobierno de Costa Rica. "",",line 2210,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"""Se realizó un análisis avanzado de pronóstico de ingresos con horizonte h="", h, "" períodos. "",",line 2211,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""Se compararon cuatro modelos: ARIMA, ETS, AutoARIMA y Regresión (tslm). "",",line 2212,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"""El modelo con menor RMSE fue '"", winner, ""'. "",",line 2214,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"""Los primeros valores pronosticados por '"", winner, ""' son: "",",line 2216,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,"observeEvent(input$btn_narrativa_4, {",line 2225,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,texto  <- .safe_ollama_call(prompt),line 2238,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
